"Rows from: ilder_raw_rows","id","finn_url","finn_code","company_id","company_name_raw","job_title","description","application_url","location","employment_type","publication_date","expiration_date_raw","company_logo_url","scraped_at","status","created_at"
,,"https://www.finn.no/job/ad/441270698","441270698",,"JOTUN A/S","BIM and Documentation Manager","The role directly references developing and integrating new digital solutions (e.g. BIM, digital twin, AI, VR/AR), standards, and tools for major investment projects, indicating active digitalization and modernization initiatives suitable for external system development partners.","https://www.finn.no/job/ad/441270698","HYSTADVEIEN 167, 3209 Sandefjord",,,,,"2025-12-11 10:05:03.154+00",,
,,"https://www.finn.no/job/ad/441412553","441412553",,"DNB Bank ASA","Product Owner","The posting describes a central role in developing and continuously improving digital investment solutions, emphasizing innovative, digital product development and collaboration with technical teams, which maps directly to Ilder’s core service offerings.","https://www.finn.no/job/ad/441412553","Dronning Eufemias Gate 30, 0191 Oslo",,,,,"2025-12-12 10:05:59.866+00",,
,,"https://www.finn.no/job/ad/441117416","441117416",,"Forsvarsbygg","IT-arkitekt","The description details digital transformation, development and modernization of IT platforms and systems, cloud technologies, security, and system architecture, clearly signaling ongoing initiatives aligned with Ilder's services.","https://www.finn.no/job/ad/441117416","Grev Wedels Plass 5, 0151 Oslo",,,,,"2025-12-11 10:04:43.888+00",,
,,"https://www.finn.no/job/ad/441133179","441133179",,"Oceaneering Asset Integrity","Team Lead Ingeniør – Vedlikehold","The description highlights development and improvement of digital maintenance solutions, use of CMMS tools (SAP, STAR, Maximo), and involvement in digital systems for asset integrity—indicating active digitalization/system projects within an industry context.","https://www.finn.no/job/ad/441133179","Sandslimarka 61-63, 5254 Sandsli",,,,,"2025-12-12 10:05:59.148+00",,
,,"https://www.finn.no/job/ad/441440018","441440018",,"Intrum AS","IT Arkitekt","The posting describes major initiatives in system modernization, cloud migration, process automation, AI integration, and architecture for scalable, modular solutions, all of which map directly to Ilder’s service areas and indicate a strong need for external partners.","https://www.finn.no/job/ad/441440018","Lysakertorg 8, 1366 Lysaker",,,,,"2025-12-13 10:13:42.044+00",,
,,"https://www.finn.no/job/ad/441007118","441007118",,"Kongsberg Defence & Aerospace - Defence Systems - Land Systems","Engineering Operations Manager","The description references planning, structuring, and improving technical engineering processes for advanced system development, including managing data from various systems and enabling process improvements, all within a large organization actively developing complex digital solutions.","https://www.finn.no/job/ad/441007118","Kirkegårdsveien 45, 3616 Kongsberg",,,,,"2025-12-10 10:06:02.464+00",,
,,"https://www.finn.no/job/ad/441425305","441425305",,"Norconsult","Seniorrådgiver Informasjonssikkerhet - Norconsult Digital","The role includes responsibility for developing, implementing, and improving Norconsult's information security systems and architecture, which directly aligns with digital modernization and IT security initiatives.","https://www.finn.no/job/ad/441425305","Kjørboveien 22, 1337 Sandvika",,,,,"2025-12-12 10:06:26.222+00",,
,,"https://www.finn.no/job/ad/441439901","441439901",,"Norsk helsenett","Senior .NET-utvikler","The description details extensive ongoing system development, integration work, DevOps, and modernization initiatives on a national health platform, indicating a significant and realistic need for external help with digitalization and system-building services.","https://www.finn.no/job/ad/441439901","Dronningens gate 19, 1530 Moss",,,,,"2025-12-13 10:11:17.972+00",,
,,"https://www.finn.no/job/ad/441164143","441164143",,"Norkon AS","Senior Backend Developer","The job posting describes active backend system development, cloud architecture, API integrations, real-time data processing, and security improvements for a SaaS platform, all of which directly align with Ilder's services.","https://www.finn.no/job/ad/441164143","Christian Krohgs Gate 16, 0168 Oslo",,,,,"2025-12-11 10:05:09.972+00",,
,,"https://www.finn.no/job/ad/441449864","441449864",,"Bli med å utvikle regionen saman med oss!","Digitaliseringssjef","The posting seeks a Digitaliseringssjef to lead development of digital solutions, digitalization strategies, process improvement, AI initiatives, and IT architecture in a large public organization, all indicating concrete and ongoing digital modernization work aligned with Ilder’s services.","https://www.finn.no/job/ad/441449864","Julsundvegen 9, 6412 Molde",,,,,"2025-12-13 10:11:18.611+00",,
,,"https://www.finn.no/job/ad/441437360","441437360",,"Rambøll","Elektroingeniører - Kristiansand","The description highlights prosjektering av komplette elektriske anlegg og automasjonsanlegg, bruk av 3D-modelleringsverktøy (Revit), digitalisering, automasjon, og økt fokus på innovative og bærekraftige løsninger, indicating active investment in system development, automation, and digitalization relevant to Ilder's services.","https://www.finn.no/job/ad/441437360","Vestre Strandgate 67, 4612 Kristiansand S",,,,,"2025-12-13 10:10:06.918+00",,
,,"https://www.finn.no/job/ad/441152715","441152715",,"Kongsberg Defence & Aerospace - Defence Systems","Quality Engineer -  QA Strategic Production","The description references 'datadrevne forbedrings- og effektiviseringsprosjekter' and continuous improvement of systems and processes, indicating active work on digitalization and process/system optimization within a complex, capable organization.","https://www.finn.no/job/ad/441152715","Kirkegårdsveien 45, 3616 Kongsberg",,,,,"2025-12-11 10:07:16.584+00",,
,,"https://www.finn.no/job/ad/441438052","441438052",,"Kongsberg Defence & Aerospace - Defence Systems - Land Systems","Testingeniør","The description references ongoing development, testing, and improvement of advanced digital systems (e.g., våpenstyringssystemer, kommunikasjonssystemer), and the company is a large enterprise building and maintaining complex technology, indicating realistic need for external digitalization partners.","https://www.finn.no/job/ad/441438052","Kirkegårdsveien 45, 3616 Kongsberg",,,,,"2025-12-23 10:09:18.228+00",,
,,"https://www.finn.no/job/ad/441020171","441020171",,"Volue","Team Lead Consultancy, Power Grid","The role leads a team delivering software and advisory for Power Grid Software, indicating active investment in system development and digital solutions for the energy sector.","https://www.finn.no/job/ad/441020171","Holtermanns v. 7, 7030 Trondheim",,,,,"2025-12-10 10:05:53.174+00",,
,,"https://www.finn.no/job/ad/441357626","441357626",,"NTC Services as","System Integration Engineer","The position involves further development, integration, and improvement of DCIM systems, including systemutvikling, integrations, automation, dashboard building, and collaboration with development teams, all of which strongly map to Ilder's core services.","https://www.finn.no/job/ad/441357626","Billingstadsletta 17, 1396 Billingstad",,,,,"2025-12-12 10:05:37.377+00",,
,,"https://www.finn.no/job/ad/441165113","441165113",,"DeepOcean","IT-ingeniør","The description explicitly mentions 'planlegging, mobilisering og utvikling av IT-infrastruktur', 'forbedring og utvikling av offshore IT-systemer', and the need to keep systems 'sikre, effektive og fremtidsrettede', all strong signals of ongoing digital system development, modernization, and cloud/security focus in a complex maritime/industrial context.","https://www.finn.no/job/ad/441165113","Killingøy, 5523 Haugesund",,,,,"2025-12-11 10:05:26.635+00",,
,,"https://www.finn.no/job/ad/441131293","441131293",,"KapitalKontroll AS","Utvikler","The posting seeks a fullstack utvikler to work on 'omfattende systemer' with .NET/C#, REACT/JS, Azure, REST, SOAP, SQL, and system modeling/optimization, clearly indicating active system development and modernization initiatives.","https://www.finn.no/job/ad/441131293","Hovfaret 10, 0275 Oslo",,,,,"2025-12-11 10:06:27.95+00",,
,,"https://www.finn.no/job/ad/441276316","441276316",,"Infobric (Intershare AS)","Produktsjef","The description details ongoing development and continuous improvement of a modern SaaS platform with new modules, digital services, and a product owner role focused on driving further digital advancements, all of which map directly to Ilder's service areas.","https://www.finn.no/job/ad/441276316","Kjøita 25, 4630 Kristiansand, Norge, 4630 Kristiansand S",,,,,"2025-12-11 10:06:25.086+00",,
,,"https://www.finn.no/job/ad/441323349","441323349",,"SPEIRA AS","Data Scientist","The posting describes active work on digital transformation, development of advanced data systems, automation, AI, cloud integration (Azure Data Factory), and analytics platforms—clear signals of ongoing digital system development and modernization initiatives.","https://www.finn.no/job/ad/441323349","Weidemanns gate 8, 3080 Holmestrand",,,,,"2025-12-16 10:05:04.084+00",,
,,"https://www.finn.no/job/ad/441168136","441168136",,"Avinor AS","Ingeniør FNT - Communication, Navigation, and Surveillance (CNS)","The posting describes ongoing operation and further development ('drift og videreutvikling') of a large number of technical systems (including networked digital solutions) for flight navigation, indicating active investment in system modernization, integration, and new technology adoption where external expertise like Ilder's could be relevant.","https://www.finn.no/job/ad/441168136","Luftveien 16, 3440 Røyken",,,,,"2025-12-11 10:05:46.054+00",,
,,"https://www.finn.no/job/ad/441071385","441071385",,"Handyman brukes daglig av over 43 000 serviceteknikere og montører i Skandinavia og Tyskland. Plattformen vår forenkler og effektiviserer feltservice-operasjoner med funksjoner som intuitiv tidsregistrering, ressursplanlegging og kontraktshåndtering – alt utviklet i tett samarbeid med kundene våre.","Vil du lede kundeleveranser som moderniserer og effektiviserer industrial service-bransjen?","The description highlights ongoing implementation, further development, and delivery of an advanced SaaS platform for industrial service clients, including process modernization, digitalization, and system improvement—directly mapping to Ilder’s core services.","https://www.finn.no/job/ad/441071385","Lilleakerveien 6D, 0283 Oslo",,,,,"2025-12-10 10:07:08.857+00",,
,,"https://www.finn.no/job/ad/441291883","441291883",,"Rambøll","BIM- manager","The description highlights active work with digital transformation, BIM management, digital solutions for model-based engineering, and participation in internal development projects—clear signals of ongoing digitalization and system improvement initiatives.","https://www.finn.no/job/ad/441291883","Harbitzalléen 5, 0275 Oslo",,,,,"2025-12-12 10:04:26.383+00",,
,,"https://www.finn.no/job/ad/441408929","441408929",,"Oceaneering Asset Integrity AS","Ingeniør","The description highlights the use of digital tools (CMMS systems like SAP, STAR, Maximo) and the department 'Digital Solutions,' indicating ongoing work with digital system improvement and modernization in an industrial context.","https://www.finn.no/job/ad/441408929","Veste Svanholmen 24, 4313 Sandnes",,,,,"2025-12-17 10:06:07.901+00",,
,,"https://www.finn.no/job/ad/441435546","441435546",,"Intrum AS","Backend Utvikler","The description clearly references ongoing system development, modernization of core systems, adoption of new cloud technologies, API development, automation, and integration work—all of which are directly aligned with Ilder’s service offerings and indicate potential for external partner involvement.","https://www.finn.no/job/ad/441435546","Lysakertorg 8, 1366 Lysaker",,,,,"2025-12-13 10:12:50.783+00",,
,,"https://www.finn.no/job/ad/441021451","441021451",,"Sensor Globe Norway AS","Aquaculture Operations Lead","The description emphasizes Sensor Globe's active development and deployment of digital systems (sensors, advanced software, real-time data streams, and product evolution) to optimize aquaculture operations, indicating ongoing system development, integration, and modernization relevant to Ilder's services.","https://www.finn.no/job/ad/441021451","Richard Johnsens Gate 4, 4021 Stavanger",,,,,"2025-12-10 10:05:25.943+00",,
,,"https://www.finn.no/job/ad/441419730","441419730",,"Statkraft Energi AS","Senior Specialist Infrastructure – Process Control","The role involves developing automation (Ansible, PowerShell, Python), managing and improving OT infrastructure and applications, and collaborating with external suppliers, indicating active digital modernization and integration initiatives relevant to Ilder's services.","https://www.finn.no/job/ad/441419730","Lilleakerveien 6A, 0283 Oslo",,,,,"2025-12-12 10:05:37.352+00",,
,,"https://www.finn.no/job/ad/441386408","441386408",,"Elkem ASA Silicon Products","Procurement Manager","The description states that the role will 'participate in digitalization initiatives to improve procurement processes,' indicating active digital transformation work aligned with Ilder's services.","https://www.finn.no/job/ad/441386408","Drammensveien 169, 0213 Oslo",,,,,"2025-12-12 10:04:47.065+00",,
,,"https://www.finn.no/job/ad/441322813","441322813",,"NAVY Sandnessjøen - Arne Bjørnvold AS","Servicetekniker","The description references 'prosjektering av systemintegrerte løsninger', 'maritim automasjon', and a focus on data, nettverk, IKT, and integration of high-tech maritime systems—clear signals of ongoing digitalization and system integration initiatives in a complex industry context.","https://www.finn.no/job/ad/441322813","Torolv Kveldulvsonsgt. 37a, 8800 Sandnessjøen",,,,,"2025-12-21 10:08:51.799+00",,
,,"https://www.finn.no/job/ad/441414990","441414990",,"Øra Elektro AS","Servicetekniker svakstrøm og Elektrikere","The description highlights tasks such as installasjon, programmering og vedlikehold av automasjons- og styringssystemer, which indicates ongoing digitalization and automation initiatives that may require external system development or integration expertise.","https://www.finn.no/job/ad/441414990","Industrivegen 45A, 6600 Sunndalsøra",,,,,"2025-12-12 10:05:37.354+00",,
,,"https://www.finn.no/job/ad/441170392","441170392",,"Tower NewCo AS","IT Operations Manager","The description highlights building and leading a modern IT function, driving automation and continuous improvement, and developing future-oriented IT solutions, all clear signals of ongoing digitalization and system modernization initiatives suitable for external partners.","https://www.finn.no/job/ad/441170392","Bygdøy allé 2, 0257 Oslo",,,,,"2025-12-11 10:05:02.98+00",,
,,"https://www.finn.no/job/ad/441274187","441274187",,"Kongsberg Maritime","Group Manager, System Engineering Hardware","The role manages a team providing hardware engineering services for automation and control systems (e.g., Dynamic Positioning, K-Chief automation, Thruster control), indicating active system development and modernization in a complex industrial domain suitable for external digitalization partners like Ilder.","https://www.finn.no/job/ad/441274187","Kirkegårdsveien 45, 3616 Kongsberg",,,,,"2025-12-11 10:05:02.995+00",,
,,"https://www.finn.no/job/ad/441445058","441445058",,"Hafslund","Kraftanalytiker sesongplanlegging","The description emphasizes ongoing development and improvement of models, programming, data analysis, and digital process optimization in the context of energy production, all of which indicate active digital system work suitable for external partners like Ilder.","https://www.finn.no/job/ad/441445058","Harbitzalléen 5, 0275 Oslo",,,,,"2025-12-13 10:06:50.163+00",,
,,"https://www.finn.no/job/ad/441159650","441159650",,"Brunvoll AS","Brunvoll AS søker Technical Sales Advisor Brucon Control Systems","The role involves supporting technical sales for Brucon control systems (including dynamic positioning) and includes responsibilities like improving processes, systems, and routines, as well as developing technical solutions and specifications for control systems used in maritime applications—clear signals the company is investing in and potentially modernizing complex digital/automation systems where external partners like Ilder could help.","https://www.finn.no/job/ad/441159650","Eikremsvingen 2C, 6422 Molde",,,,,"2025-12-11 10:05:26.622+00",,
,,"https://www.finn.no/job/ad/441121795","441121795",,"Arbeidstilsynet","Seniorutvikler","The description clearly states the organization is modernizing legacy on-prem systems, developing new cloud-based solutions, and exploring container technologies, all strong indicators of active system development and modernization initiatives aligned with Ilder's services.","https://www.finn.no/job/ad/441121795","7013 Trondheim",,,,,"2025-12-10 10:04:34.596+00",,
,,"https://www.finn.no/job/ad/441398588","441398588",,"Kongsberg IT","IT Engineer - Network","The description highlights ongoing projects, network improvements, new functionality, and continuous modernization within a large internal IT department, indicating active investment in digital infrastructure and systems aligned with Ilder’s services.","https://www.finn.no/job/ad/441398588","Kirkegårdsveien 45, 3616 Kongsberg",,,,,"2025-12-12 10:06:26.234+00",,
,,"https://www.finn.no/job/ad/441185859","441185859",,"ABG SUNDAL COLLIER ASA","Cloud & IT Operations Specialist","The description highlights responsibilities such as modernizing the Microsoft Cloud platform, standardizing and automating workflows, and participating in IT infrastructure improvement projects—clear indicators of ongoing digitalization and modernization initiatives aligned with Ilder’s services.","https://www.finn.no/job/ad/441185859","Ruseløkkveien 26, 0251 Oslo",,,,,"2025-12-11 10:05:12.798+00",,
,,"https://www.finn.no/job/ad/441132692","441132692",,"Noteless","Senior Software Engineer – Business Systems","The description includes clear evidence of ongoing system development, backend infrastructure work, integrations, automation, and digital product scaling—demonstrating active investment in initiatives aligned with Ilder's services.","https://www.finn.no/job/ad/441132692","Gaustadalléen 21, 0349 Oslo",,,,,"2025-12-11 10:05:26.606+00",,
,,"https://www.finn.no/job/ad/441420162","441420162",,"Intrum AS","Senior Full-Stack Utvikler","The posting explicitly mentions responsibility for development and modernization of core systems, migration to cloud, use of new technologies, process automation, API development, and fullstack system work, all directly aligned with Ilder's service areas.","https://www.finn.no/job/ad/441420162","Lysaker torg 8, 1366 Lysaker",,,,,"2025-12-12 10:05:38.657+00",,
,,"https://www.finn.no/job/ad/441144258","441144258",,"Ishavskraft AS","Nyttårsforsett: Bli utvikler i Ishavskraft","The posting describes development and maintenance of an app and website, adoption of new frameworks, and handling large amounts of data, all clear signals of ongoing digital system development and modernization.","https://www.finn.no/job/ad/441144258","Evjenveien 34, 9024 Tomasjord",,,,,"2025-12-11 10:05:20.781+00",,
,,"https://www.finn.no/job/ad/441164656","441164656",,"Fremtind","Leder Metode pris","The description highlights responsibility for developing pricing methodology, standardizing analysis tools, and extensive use of data and machine learning, indicating ongoing system development and data/AI initiatives where external expertise could be relevant.","https://www.finn.no/job/ad/441164656","Hammersborggata 8, 0181 Oslo",,,,,"2025-12-11 10:05:12.794+00",,
,,"https://www.finn.no/job/ad/441168123","441168123",,"Den Stolte Hane","Automatiker","The role involves programming and optimizing PLC control systems (Siemens Step 7, SIMATIC WinCC, TIA Portal), process automation, and digitalization of industrial machinery, indicating ongoing digital system development and automation initiatives in an industrial context.","https://www.finn.no/job/ad/441168123","Borgeskogen 42, 3160 Stokke",,,,,"2025-12-11 10:05:29.678+00",,
,,"https://www.finn.no/job/ad/441124987","441124987",,"Alsaker Fjordbruk","IT-konsulent","The posting describes responsibilities for developing and modernizing a hybrid IT platform, including modernization and efficiency projects, use of cloud technologies (MS 365, Azure), and evaluating new technology, all of which are strong digitalization signals that map to Ilder's services.","https://www.finn.no/job/ad/441124987","Flakkavågsvegen 14, 5694 Onarheim",,,,,"2025-12-10 10:05:36.48+00",,
,,"https://www.finn.no/job/ad/441167482","441167482",,"Norma AS ble stiftet i 1894. I dag er bedriften blant Norges ledende importører/distributører av ammunisjon, våpen og rekvisita til jegere og skyttere.Vareutvalget omfatter merkevarer som Norma, RWS, GECO, Rottweil og Nitedals ammunisjon, våpenmerker som Bergara og Franchi, ladekomponenter fra Norma, GECO, RWS. Hawke, Zeiss, Hikmicro og Bushnell optikk, rekvisita fra Gerber, Tetragun, A-TEC, GRS Riflestocks m fl.Bedriftens omsetning er ca. 180 millioner NOK og det er totalt 20 ansatte. Kontor og lager ligger på Skytta i Nittedal.","Driftsleder","The description highlights a central role in the 'drift og utvikling av våre systemer – Apport WMS, Multicase ERP og Microsoft-plattformen', indicating active improvement and modernization of digital systems which aligns with Ilder's services.","https://www.finn.no/job/ad/441167482","Industriveien 2, 1481 Hagan",,,,,"2025-12-12 10:05:37.36+00",,
,,"https://www.finn.no/job/ad/441453606","441453606",,"Aimz AS","Full-stack utvikler","The description describes building a modern, cloud-based SaaS platform with full-stack development, architecture, API-design, DevOps (Kubernetes), and digital product innovation—all clear signs of active, complex system development aligned with Ilder’s services.","https://www.finn.no/job/ad/441453606","Standardveien 1, 0581 Oslo",,,,,"2025-12-13 10:07:22.062+00",,
,,"https://www.finn.no/job/ad/441435955","441435955",,"Kongsberg Defence & Aerospace - Defence Systems - Land Systems","Product Manager  Fire Control Systems","The description emphasizes responsibility for software and control systems development, product improvements, and managing technology-driven product portfolios, all within a company that develops advanced digital solutions for defense, clearly signaling ongoing system development and modernization initiatives relevant to Ilder's services.","https://www.finn.no/job/ad/441435955","Kirkegårdsveien 45, 3616 Kongsberg",,,,,"2025-12-23 10:07:57.612+00",,
,,"https://www.finn.no/job/ad/441419702","441419702",,"Nammo Raufoss AS","Testingeniør måleteknikk","The role involves programming, automation, building and improving measurement systems, and software development (LabVIEW), indicating active system development and modernization relevant to Ilder’s services.","https://www.finn.no/job/ad/441419702","Enggata 37, 2830 Raufoss",,,,,"2025-12-12 10:08:00.17+00",,
,,"https://www.finn.no/job/ad/441165919","441165919",,"Sweco Norge","ITB-rådgiver","The description highlights tasks such as integration between technical building installations, development of routines and tools, experience with programming or modeling tools, and a focus on digital, technical solutions, all of which indicate active digitalization and system integration projects within a large engineering company.","https://www.finn.no/job/ad/441165919","Storgata 136, 3915 Porsgrunn",,,,,"2025-12-26 10:09:16.255+00",,
,,"https://www.finn.no/job/ad/441447931","441447931",,"GOODTECH AS","Systemutvikler","The posting describes active system development, modernization, automation, CI/CD, and data handling for industrial IT/OT systems—all strong signals of digital initiatives where external partners like Ilder could realistically contribute.","https://www.finn.no/job/ad/441447931","Folke Bernadottes vei 38, 5147 Fyllingsdalen",,,,,"2025-12-13 10:06:40.245+00",,
,,"https://www.finn.no/job/ad/441274651","441274651",,"Tise AS","Senior Backend Engineer","The posting describes active system and API development, cloud/CI/CD workflows, and collaboration on technical decisions, all indicating ongoing digital product modernization and expansion aligned with Ilder’s services.","https://www.finn.no/job/ad/441274651","Mariboes Gate 8, 0183 Oslo",,,,,"2025-12-11 10:05:02.994+00",,
,,"https://www.finn.no/job/ad/441126977","441126977",,"Boliden Odda AS","Controller","The description explicitly references implementation of new IT systems, modernization, and development of digital routines and systems as part of a major expansion and digitalization project (Green Zink Odda 4.0), which aligns with Ilder's services.","https://www.finn.no/job/ad/441126977","Eitrheimsneset, 5750 Odda",,,,,"2025-12-11 10:05:26.629+00",,
,,"https://www.finn.no/job/ad/441416354","441416354",,"Forsvaret","Fagansvarlig kunstig intelligens","The position is focused on leading and participating in the development, implementation, and production deployment of advanced AI/data-driven solutions within a complex, critical technology portfolio, including cloud and modern data architecture, which aligns directly with Ilder's core digitalization and system modernization services.","https://www.finn.no/job/ad/441416354","Drammensveien 175, 0277 Oslo",,,,,"2025-12-12 10:05:51.063+00",,
,,"https://www.finn.no/job/ad/441451358","441451358",,"TINE SA","Fagleder Database & Server","The description references active digitalization, modernization of database environments, cloud (Azure), automation, infrastructure projects, and participation in development projects, all mapping to Ilder’s core services.","https://www.finn.no/job/ad/441451358","0187 Oslo",,,,,"2025-12-13 10:04:32.501+00",,
,,"https://www.finn.no/job/ad/441446337","441446337",,"UniSea AS","Subject Matter Expert - Technical and Maintenance","The description highlights ongoing development and modernization of maritime software solutions, including further development of systems, design improvements, and implementation of new modules for digitalization, all of which align with Ilder's services.","https://www.finn.no/job/ad/441446337","Postvegen 25, 4280 Skudeneshavn",,,,,"2025-12-13 10:07:01.328+00",,
,,"https://www.finn.no/job/ad/441412567","441412567",,"KVERNELAND AQUA AS","Automatiker","The description includes 'design og engineering av instrumentpakker i prosjekter' and focus on improving processes, indicating involvement with automation and digitalization work in an industrial context, which aligns with Ilder's services.","https://www.finn.no/job/ad/441412567","Strandgata 151, 4307 Sandnes",,,,,"2025-12-13 10:05:06.879+00",,
,,"https://www.finn.no/job/ad/441275400","441275400",,"DNB Bank ASA","Rådgiver Personvern og Dataetikk","The description emphasizes developing and automating tools and processes for data governance, responsible AI, and information management, indicating ongoing digitalization, system development, and automation initiatives at DNB.","https://www.finn.no/job/ad/441275400","Dronning Eufemias Gate 30, 0191 Oslo",,,,,"2025-12-11 10:05:46.06+00",,
,,"https://www.finn.no/job/ad/441312344","441312344",,"Forsvarsmateriell","Anskaffelsesansvarlig","The description seeks procurement professionals for IKT-anskaffelser (ICT procurements) in a large public-sector defense organization, indicating significant and ongoing investment in digital solutions, systems, and technology services where external partners like Ilder are realistic suppliers.","https://www.finn.no/job/ad/441312344","Rødskiferveien, 1352 Kolsås",,,,,"2025-12-12 10:04:48.335+00",,
,,"https://www.finn.no/job/ad/441988720","441988720",,"Direktoratet for forvaltning og økonomistyring (DFØ)","Seksjonssjef i avdelingen for teknologi og forvaltning","The posting details leadership over digitalization strategy, cloud migration, modernization of technology base, and projects for new digital solutions, all clear signals of ongoing system development, modernization, and digital initiatives.","https://www.finn.no/job/ad/441988720","Nykirkebakken 2, 4013 Stavanger",,,,,"2025-12-17 10:06:11.596+00",,
,,"https://www.finn.no/job/ad/442001967","442001967",,"Kongsbergregionen IKT, Notodden kommune(vertskommune)","IT-Konsulent","The description details digitalization of services, application delivery, security, and specifically mentions project work on new or changed solutions—indicating ongoing system development, modernization, and security initiatives relevant to Ilder's offerings.","https://www.finn.no/job/ad/442001967","Rådhusgata, 3616 Kongsberg",,,,,"2025-12-17 10:03:44.745+00",,
,,"https://www.finn.no/job/ad/441462542","441462542",,"DeepOcean AS","Sildikon Valley Summer Intern 2026","The description specifies active investment in software development, system architecture, automation, cloud (Azure), digital twins, and 3D simulation/visualization for subsea operations, directly mapping to Ilder’s core services and indicating substantial ongoing digitalization initiatives.","https://www.finn.no/job/ad/441462542","5529 Haugesund",,,,,"2025-12-13 10:11:57.629+00",,
,,"https://www.finn.no/job/ad/441575689","441575689",,"Oslo kommune","Data utvikler","The posting describes modernization and further development of a data platform, migration to Snowflake, building data flows (ETL/ELT), integrations, and digital solution development, all core to Ilder’s services.","https://www.finn.no/job/ad/441575689","Postboks 636, Løren, 0507 Oslo",,,,,"2025-12-16 10:04:36.387+00",,
,,"https://www.finn.no/job/ad/442020222","442020222",,"Kongsberg Defence & Aerospace - Defence Systems - Air & Coastal","Systems Security Engineer","The posting describes developing and designing advanced and secure system solutions, including security analysis and integration of new technologies, which are core areas where Ilder assists with system development, modernization, security, and integration.","https://www.finn.no/job/ad/442020222","Kirkegårdsveien 45, 3616 Kongsberg",,,,,"2025-12-17 10:07:09.343+00",,
,,"https://www.finn.no/job/ad/442111429","442111429",,"Nasjonalbiblioteket","Systemutviklere til vårt verdensledende digitale bibliotek!","The posting is for systemutviklere (system developers) to work on ongoing digitalization, cloud, automation, API development, and AI initiatives for a leading digital platform, clearly matching Ilder's service areas.","https://www.finn.no/job/ad/442111429","Finsetveien 2, 8624 Mo i Rana",,,,,"2025-12-17 10:05:33.752+00",,
,,"https://www.finn.no/job/ad/441578476","441578476",,"Handelsbanken Norge","Erfaren mobilapp-utvikler","The description explicitly states they are developing entirely new digital solutions, including a new mobile app and fullstack digital banking solutions, using modern technologies and emphasizing ongoing improvement, which aligns directly with Ilder's services.","https://www.finn.no/job/ad/441578476","Cort Adelers gate 30, Oslo, Norge, 0251 Oslo",,,,,"2025-12-14 10:05:41.764+00",,
,,"https://www.finn.no/job/ad/441501501","441501501",,"Barde Software AS","UX-designer","The posting describes active development and UX design for a SaaS platform, including collaboration with developers, complex workflow design, and interest in AI-driven products, all of which align directly with Ilder’s digitalization and system development services.","https://www.finn.no/job/ad/441501501","Auglendsmyrå 11, 4016 Stavanger",,,,,"2025-12-20 10:07:36.802+00",,
,,"https://www.finn.no/job/ad/441592545","441592545",,"SLB Capturi","Controls & Safety System Engineer","The role involves managing, improving, and standardizing control and safety systems (including software version management and system lifecycle management) for complex industrial projects, indicating ongoing digitalization and automation initiatives that align with Ilder's services.","https://www.finn.no/job/ad/441592545","John Strandruds vei 10, 1366 Lysaker",,,,,"2025-12-14 10:05:16.199+00",,
,,"https://www.finn.no/job/ad/441970344","441970344",,"Austevoll Elektro","Prosjektingeniør automasjon","The posting focuses on developing and improving automated and digital systems for maritime and industrial applications, specifically referencing automation, system development, and digitalized solutions—clear signals of ongoing digital initiatives where an external partner like Ilder could assist.","https://www.finn.no/job/ad/441970344","Leirvikåsen 41A, 5179 Godvik, Norge, 5179 Godvik",,,,,"2025-12-16 10:06:50.283+00",,
,,"https://www.finn.no/job/ad/442015197","442015197",,"Kongsberg Defence & Aerospace - Defence Systems - Air & Coastal","Systems Safety Engineer","The description highlights involvement in developing and designing advanced and secure system solutions for air and coastal defense, which signals ongoing digital system development and modernization projects suitable for external partners like Ilder.","https://www.finn.no/job/ad/442015197","Kirkegårdsveien 45, 3616 Kongsberg",,,,,"2025-12-17 10:06:07.903+00",,
,,"https://www.finn.no/job/ad/441596376","441596376",,"DNB Bank ASA","Platform Engineer - Cloud & AI","The posting describes active work on modernizing legacy systems, building and evolving cloud platforms, enabling AI adoption, and supporting digital innovation across the organization, all of which map directly to Ilder’s core services.","https://www.finn.no/job/ad/441596376","Dronning Eufemias Gate 30, 0191 Oslo",,,,,"2025-12-14 10:05:16.182+00",,
,,"https://www.finn.no/job/ad/441554382","441554382",,"Felleskjøpet","Leder Vedlikehold","The description mentions 'videreutvikle anleggets teknologiske plattform', bruk av vedlikeholdssystem, fokus på styringssystemer, industriell IT og forbedringer, indicating active system/platform improvement and digital initiatives in an industrial setting.","https://www.finn.no/job/ad/441554382","1424 Ski",,,,,"2025-12-13 10:07:38.557+00",,
,,"https://www.finn.no/job/ad/441979604","441979604",,"NORSK RIKSKRINGKASTING AS","Plattformarkitekt","The posting describes a major modernization of NRK's technology platform with focus on platform architecture, automation, Infrastructure as Code, integrations, and system security—clear signals of digital system development and modernization.","https://www.finn.no/job/ad/441979604","0340 Oslo",,,,,"2025-12-16 10:05:11.631+00",,
